app_id,app_name,vendor,category,sourcing,business_unit,region,business_owner,application_manager,business_criticality,data_classification,lifecycle_status,compliance_status,hosting,go_live_date,end_of_life_date,last_reviewed_date,number_of_users,annual_cost_chf,integration_count,type,user_population_band,description
APP-0134,Citrix Virtual Apps (Legacy),Citrix,Infrastructure / EUC,COTS / SaaS,Energy Management,Germany,Piotr Fischer,Michael Marti,High,Restricted,Production,Compliant,On-Premise,2014-12-19,2028-09-04,2026-03-07,1045,81,7,COTS,1000+,Citrix Infrastructure / EUC solution used by Energy Management to support Energy Management operational processes.
APP-0135,TIBCO (CH),TIBCO,Integration,COTS / SaaS,Finance,Germany,David Berger,Pierre Bauer,Critical,Internal,Production,Compliant,On-Premise,2008-04-22,2030-08-18,2025-11-30,1004,1408453,1,COTS,1000+,TIBCO Integration solution used by Finance to exchange data and route messages between systems.
APP-0136,Grid Analyzer,In-house,Customer,In-house,Customer Service,Austria,Olivier Marti,Camille Suter,Medium,Confidential,Production,Non-compliant,On-Premise,2016-11-24,2030-04-26,2025-12-09,911,55940,25,Self-developed,101-1000,"In-house Customer application developed for Customer Service to manage customer contracts, requests and service interactions."
APP-0137,Dispatch Cockpit,In-house,Compliance,In-house,Grid Operations,Switzerland,Thomas Egger,Olivier Marti,Medium,Internal,Production,Compliant,Private Cloud,2014-07-12,2027-04-04,2025-11-20,215,150212,23,Self-developed,101-1000,"In-house Compliance application developed for Grid Operations to track controls, obligations and audit evidence."
APP-0138,OSIsoft PI System (Group),AVEVA,Industrial / Historian,COTS / SaaS,Finance,Spain,Chiara Roth,,Low,Internal,Production,Unknown,Private Cloud,2024-08-24,2030-01-22,2021-02-25,44,28091,23,COTS,11-100,AVEVA Industrial / Historian solution used by Finance to support Finance operational processes.
APP-0139,Grid Cockpit,In-house,Data Platform,In-house,Generation,Spain,Marco Conti,Piotr Kaufmann,High,Confidential,Production,Non-compliant,Private Cloud,2009-11-29,2027-12-26,2025-11-10,1314,352834,8,Self-developed,1000+,"In-house Data Platform application developed for Generation to store, process and serve datasets for analytics and reporting."
APP-0140,Tableau,Salesforce,Analytics / BI,COTS / SaaS,Corporate Strategy,France,Piotr Fischer,David Keller,Medium,Confidential,Production,Compliant,Private Cloud,2018-02-25,2028-07-31,2026-05-10,78,36050,16,COTS,11-100,Salesforce Analytics / BI solution used by Corporate Strategy to build dashboards and KPIs for decision-making.
APP-0141,Trading Portal,In-house,Customer,In-house,Grid Operations,Nordics,Vera Arnold,Olivier Wagner,Critical,Restricted,Production,Compliant,Public Cloud (Azure),2019-01-30,2027-07-02,2025-09-17,5802,1152974,18,Self-developed,1000+,"In-house Customer application developed for Grid Operations to manage customer contracts, requests and service interactions."
APP-0142,Qualys,Qualys,Security / VM,COTS / SaaS,Human Resources,Spain,Tobias Suter,Carmen Lang,High,Internal,Production,Compliant,SaaS,2009-01-07,2024-12-09,2025-05-31,883,166141,10,SaaS,101-1000,Qualys Security / VM solution used by Human Resources to support Human Resources operational processes.
APP-0143,Energy Hub,In-house,Data Platform,In-house,Procurement,Italy,Pascal Arnold,Corinne Egger,High,Internal,Production,Not assessed,On-Premise,2016-05-07,2028-06-05,2025-10-11,604,472683,11,Self-developed,101-1000,"In-house Data Platform application developed for Procurement to store, process and serve datasets for analytics and reporting."
APP-0144,Hedging Cockpit,In-house,Compliance,In-house,Customer Service,Nordics,Piotr Kaufmann,Marc Schneider,Medium,Internal,Production,Compliant,SaaS,2023-05-10,2027-07-26,2025-10-03,193,119965,4,Self-developed,101-1000,"In-house Compliance application developed for Customer Service to track controls, obligations and audit evidence."
APP-0145,Capacity Optimizer,In-house,Customer,In-house,IT,Poland,Piotr Moser,Chiara Roth,Medium,Restricted,Sunset,Compliant,Public Cloud (Azure),2017-10-17,2031-07-27,2025-11-11,392,98509,3,Self-developed,101-1000,"In-house Customer application developed for IT to manage customer contracts, requests and service interactions."
APP-0146,Balancing Service,In-house,Asset Management,In-house,Human Resources,Germany,Nadia Lang,Piotr Fischer,High,Internal,Production,Compliant,SaaS,2009-04-15,2030-03-10,2025-06-16,736,594791,13,Self-developed,101-1000,"In-house Asset Management application developed for Human Resources to maintain technical assets, maintenance plans and lifecycle records."
APP-0147,SailPoint IdentityIQ (Legacy),SailPoint,Security / IAM,COTS / SaaS,Procurement,Austria,Claudia Koch,Daniel Kowalski,Medium,Internal,Production,Compliant,SaaS,2007-07-18,2029-07-11,2026-02-28,309,83527,3,SaaS,101-1000,"SailPoint Security / IAM solution used by Procurement to manage identity, access and security controls."
APP-0148,Invoice Portal,In-house,Integration,In-house,Finance,Germany,Olivier Marti,Lukas Widmer,Low,Internal,Production,Compliant,Public Cloud (AWS),2019-04-10,2032-06-07,2025-11-11,32,30534,24,Self-developed,11-100,In-house Integration application developed for Finance to exchange data and route messages between systems.
APP-0149,Meter Hub,In-house,Integration,In-house,Customer Service,Germany,Marc Kaufmann,Lea Graf,Medium,Confidential,Production,Unknown,Public Cloud (Azure),2017-05-27,2032-04-09,2026-03-09,347,76081,5,Self-developed,101-1000,In-house Integration application developed for Customer Service to exchange data and route messages between systems.
APP-0150,Portfolio Service,In-house,Finance,In-house,Energy Management,Germany,Chiara Roth,,Medium,Confidential,Production,Compliant,SaaS,2012-01-13,2032-01-18,2023-04-04,390,85591,23,Self-developed,101-1000,"In-house Finance application developed for Energy Management to manage invoicing, settlement and financial bookkeeping."
APP-0151,Tableau (Group),Salesforce,Analytics / BI,COTS / SaaS,Finance,Austria,Marc Frei,Olivier Bernard,Low,Restricted,Production,Compliant,Public Cloud (AWS),2017-05-15,2028-08-08,2023-12-11,11,18973,3,SaaS,11-100,Salesforce Analytics / BI solution used by Finance to build dashboards and KPIs for decision-making.
APP-0152,Azure DevOps (Legacy),Microsoft,DevOps,COTS / SaaS,Customer Service,Austria,Claudia Vogel,David Berger,Medium,Confidential,Production,Compliant,SaaS,2011-12-28,2031-05-29,2026-03-06,220,36305,11,SaaS,101-1000,"Microsoft DevOps solution used by Customer Service to support build, deployment and release automation."
APP-0153,Boomi,Boomi,Integration,COTS / SaaS,Asset Management,Poland,Nina Bauer,Daniel Kowalski,High,Confidential,Production,Compliant,Private Cloud,2006-06-11,2027-11-22,2025-10-11,2150,223504,11,COTS,1000+,Boomi Integration solution used by Asset Management to exchange data and route messages between systems.
APP-0154,Market Monitor,In-house,Risk,In-house,IT,France,Andreas Bauer,Petra Egger,High,Confidential,Production,Compliant,On-Premise,2013-05-03,2027-10-08,2025-11-20,647,420518,17,Self-developed,101-1000,"In-house Risk application developed for IT to manage exposure, limits and risk reporting."
APP-0155,Field Tracker,In-house,Compliance,In-house,IT,France,Magda Baumann,David Bauer,High,Internal,Production,Unknown,Public Cloud (AWS),2024-10-24,2027-05-17,2025-06-20,1254,382848,3,Self-developed,1000+,"In-house Compliance application developed for IT to track controls, obligations and audit evidence."
APP-0156,Capacity Manager,In-house,Grid Operations,In-house,Corporate Strategy,Poland,Anna Egger,Carmen Kaufmann,High,,Production,Compliant,On-Premise,2008-02-11,2028-10-06,2026-04-06,660,984852,3,Self-developed,101-1000,"In-house Grid Operations application developed for Corporate Strategy to monitor and control grid assets, outages and dispatch."
APP-0157,Compliance Dashboard,In-house,Data Platform,In-house,Trading & Sales,Nordics,Sara Roth,Pascal Lehmann,Critical,Internal,Production,Compliant,Public Cloud (AWS),2010-12-01,2030-10-23,2025-12-12,1879,1423681,20,Self-developed,1000+,"In-house Data Platform application developed for Trading & Sales to store, process and serve datasets for analytics and reporting."
APP-0158,Network Console,In-house,Risk,In-house,Customer Service,Poland,Camille Kowalski,,Medium,Confidential,Sunset,Not assessed,On-Premise,2020-08-03,2027-05-17,2026-04-20,149,125994,4,Self-developed,101-1000,"In-house Risk application developed for Customer Service to manage exposure, limits and risk reporting."
APP-0159,Supply Platform,In-house,Reporting,In-house,Trading & Sales,Spain,Marc Weber,Olivier Marti,Critical,Public,Production,Compliant,On-Premise,2010-12-26,2029-08-16,2026-05-15,1177,1095456,1,Self-developed,1000+,In-house Reporting application developed for Trading & Sales to produce operational and regulatory reports.
APP-0160,Network Repository,In-house,Finance,In-house,Asset Management,Spain,Olivier Marti,Laura Hofer,Medium,Internal,Production,Compliant,On-Premise,2014-06-24,2028-08-08,2026-02-19,138,65123,1,Self-developed,101-1000,"In-house Finance application developed for Asset Management to manage invoicing, settlement and financial bookkeeping."
APP-0161,Network Gateway,In-house,Data Platform,In-house,Procurement,Spain,Giulia Wagner,Vera Keller,Low,Restricted,Production,Compliant,Private Cloud,2010-05-10,2029-12-08,2026-04-26,61,14134,5,Self-developed,11-100,"In-house Data Platform application developed for Procurement to store, process and serve datasets for analytics and reporting."
APP-0162,Meter Cockpit,In-house,Risk,In-house,Grid Operations,Switzerland,Olivier Marti,Laura Hofer,,Restricted,Production,Not assessed,SaaS,2008-12-25,2031-11-23,2026-01-14,246,189767,16,Self-developed,101-1000,"In-house Risk application developed for Grid Operations to manage exposure, limits and risk reporting."
APP-0163,Alteryx,Alteryx,Analytics,COTS / SaaS,Asset Management,Austria,Marc Weber,David Berger,High,Internal,Production,Not assessed,Public Cloud (Azure),2007-02-09,2028-08-29,2026-04-08,886,473760,22,SaaS,101-1000,Alteryx Analytics solution used by Asset Management to support Asset Management operational processes.
APP-0164,Dispatch Tracker,In-house,Integration,In-house,Legal,Switzerland,Pierre Bauer,Magda Ferrari,High,Restricted,Production,Compliant,On-Premise,2019-11-22,2029-09-01,2020-09-12,1089,111187,6,Self-developed,1000+,In-house Integration application developed for Legal to exchange data and route messages between systems.
APP-0165,Okta (Group),Okta,Security / IAM,COTS / SaaS,Legal,Italy,Camille Kowalski,David Keller,Critical,Confidential,Production,Compliant,Public Cloud (Azure),2012-09-13,2027-08-23,2025-07-20,2491,765481,2,SaaS,1000+,"Okta Security / IAM solution used by Legal to manage identity, access and security controls."
APP-0166,Grid Portal,In-house,Finance,In-house,Human Resources,France,Andreas Suter,Carmen Lang,Low,Internal,Production,Compliant,Public Cloud (AWS),2006-12-06,2028-06-21,2025-05-29,17,6978,13,Self-developed,11-100,"In-house Finance application developed for Human Resources to manage invoicing, settlement and financial bookkeeping."
APP-0167,Openlink Endur (Legacy),ION,Energy Trading,COTS / SaaS,Customer Service,Italy,David Bauer,Olivier Marti,High,Internal,Sunset,Compliant,Public Cloud (Azure),2010-11-11,2030-04-20,2025-12-26,1181,220533,9,SaaS,1000+,"ION Energy Trading solution used by Customer Service to support deal capture, position keeping and market operations."
APP-0168,Emissions Repository,In-house,Compliance,In-house,Asset Management,Poland,Marc Weber,Corinne Baumann,,,Production,Compliant,On-Premise,2019-02-04,2030-01-05,2025-10-05,2733,1166809,17,Self-developed,1000+,"In-house Compliance application developed for Asset Management to track controls, obligations and audit evidence."
APP-0169,Openlink Endur,ION,Energy Trading,COTS / SaaS,Human Resources,Switzerland,Martina Egger,Patrick Nowak,Critical,Internal,Production,Compliant,SaaS,2006-12-26,2030-05-27,2026-03-19,8667,948745,14,SaaS,1000+,"ION Energy Trading solution used by Human Resources to support deal capture, position keeping and market operations."
APP-0170,Grid Dashboard,In-house,Asset Management,In-house,Human Resources,Switzerland,David Berger,Carmen Brunner,Medium,Confidential,Production,Compliant,Public Cloud (Azure),2014-05-09,2027-10-14,2025-10-24,267,42693,4,Self-developed,101-1000,"In-house Asset Management application developed for Human Resources to maintain technical assets, maintenance plans and lifecycle records."
APP-0171,Hedging Scheduler,In-house,Asset Management,In-house,Corporate Strategy,Spain,Marc Frei,Daniel Schneider,Medium,Internal,Production,Compliant,SaaS,2011-03-19,2032-06-16,2026-05-25,400,50043,10,Self-developed,101-1000,"In-house Asset Management application developed for Corporate Strategy to maintain technical assets, maintenance plans and lifecycle records."
APP-0172,Risk Register,In-house,Integration,In-house,Energy Management,Switzerland,Magda Fischer,Martina Egger,Medium,Public,Production,Compliant,Public Cloud (AWS),2020-08-26,2030-04-03,2025-12-15,306,163816,10,Self-developed,101-1000,In-house Integration application developed for Energy Management to exchange data and route messages between systems.
APP-0173,Market Gateway,In-house,Asset Management,In-house,Customer Service,Austria,Matteo Fischer,Nadia Egger,High,Confidential,Production,Compliant,Public Cloud (AWS),2024-07-27,2032-05-19,2026-03-10,518,216559,8,Self-developed,101-1000,"In-house Asset Management application developed for Customer Service to maintain technical assets, maintenance plans and lifecycle records."
APP-0174,Risk Engine,In-house,Data Platform,In-house,Trading & Sales,Austria,Marco Vogel,Lukas Widmer,Medium,Internal,Production,Compliant,Public Cloud (Azure),2005-10-17,2032-06-15,2025-12-03,537,47899,13,Self-developed,101-1000,"In-house Data Platform application developed for Trading & Sales to store, process and serve datasets for analytics and reporting."
APP-0175,Invoice Repository,In-house,Risk,In-house,Generation,Switzerland,Olivier Marti,,Medium,Confidential,Production,Compliant,Public Cloud (AWS),2024-08-28,2027-01-27,2026-02-02,299,121576,22,Self-developed,101-1000,"In-house Risk application developed for Generation to manage exposure, limits and risk reporting."
APP-0176,Field Repository,In-house,Compliance,In-house,Asset Management,Austria,Felix Ferrari,Fabian Marti,High,Restricted,Production,Compliant,SaaS,2016-02-07,2031-01-28,2025-06-02,653,556317,16,Self-developed,101-1000,"In-house Compliance application developed for Asset Management to track controls, obligations and audit evidence."
APP-0177,Dispatch Optimizer,In-house,Finance,In-house,Asset Management,France,Carmen Brunner,Laura Hofer,Critical,Internal,Retired,Compliant,Private Cloud,2014-03-20,2032-04-13,2025-06-02,1755,982778,1,Self-developed,1000+,"In-house Finance application developed for Asset Management to manage invoicing, settlement and financial bookkeeping."
APP-0178,Field Workbench,In-house,Reporting,In-house,Procurement,Austria,Corinne Baumann,Olivier Vogel,Low,Restricted,Production,Compliant,On-Premise,2019-07-31,2032-04-18,2025-10-09,20,11366,12,Self-developed,11-100,In-house Reporting application developed for Procurement to produce operational and regulatory reports.
APP-0179,SolarWinds,SolarWinds,Infrastructure / Monitoring,COTS / SaaS,Corporate Strategy,Austria,Nadia Egger,Camille Marti,Medium,Restricted,Production,Compliant,On-Premise,2023-08-08,2029-05-21,2025-07-15,266,162401,8,COTS,101-1000,SolarWinds Infrastructure / Monitoring solution used by Corporate Strategy to support Corporate Strategy operational processes.
APP-0180,CrowdStrike Falcon (Legacy),CrowdStrike,Security / EDR,COTS / SaaS,IT,Austria,,Olivier Zimmermann,Low,Confidential,Retired,Compliant,On-Premise,2006-12-02,2031-04-12,2026-01-22,30,23253,9,COTS,11-100,CrowdStrike Security / EDR solution used by IT to protect endpoints against malware and intrusions.
APP-0181,Portfolio Scheduler,In-house,Risk,In-house,Legal,France,Magda Ferrari,Anna Egger,Medium,Internal,Production,Compliant,Public Cloud (Azure),2010-12-07,2029-06-10,2026-02-27,90,85006,2,Self-developed,11-100,"In-house Risk application developed for Legal to manage exposure, limits and risk reporting."
APP-0182,Dynatrace (Group),Dynatrace,Observability,COTS / SaaS,Finance,Spain,Camille Kowalski,Lukas Widmer,Critical,Confidential,Production,Non-compliant,On-Premise,2023-02-15,2029-10-26,2025-12-20,6905,1741868,2,COTS,1000+,"Dynatrace Observability solution used by Finance to monitor systems through metrics, logs and traces."
APP-0183,Balancing Workbench,In-house,Integration,In-house,Procurement,Italy,Claudia Koch,Matteo Meier,High,Internal,Production,Compliant,Public Cloud (AWS),2010-02-26,2031-08-06,2025-08-11,1070,440879,13,Self-developed,1000+,In-house Integration application developed for Procurement to exchange data and route messages between systems.
APP-0184,Compliance Engine,In-house,Grid Operations,In-house,IT,Poland,Isabelle Frei,Tobias Suter,Medium,Restricted,Production,Compliant,Public Cloud (Azure),2013-09-15,2028-12-09,2025-10-25,171,31356,14,Self-developed,101-1000,"In-house Grid Operations application developed for IT to monitor and control grid assets, outages and dispatch."
APP-0185,OSIsoft PI System (Legacy),AVEVA,Industrial / Historian,COTS / SaaS,Corporate Strategy,Germany,Stefan Bianchi,Pascal Lehmann,High,Public,Retired,Compliant,Public Cloud (Azure),2017-10-23,2031-01-22,2025-10-23,504,303129,23,SaaS,101-1000,AVEVA Industrial / Historian solution used by Corporate Strategy to support Corporate Strategy operational processes.
APP-0186,Energy Monitor,In-house,Risk,In-house,Procurement,Poland,Carmen Lang,Olivier Marti,Medium,Internal,Retired,Unknown,Public Cloud (Azure),2024-09-09,2031-09-01,2025-12-27,231,65035,13,Self-developed,101-1000,"In-house Risk application developed for Procurement to manage exposure, limits and risk reporting."
APP-0187,Risk Monitor,In-house,Data Platform,In-house,Corporate Strategy,Switzerland,Andreas Sutter,Giulia Meier,Critical,,Retired,Non-compliant,SaaS,2017-01-09,2031-04-29,2026-02-13,1004,369928,2,Self-developed,1000+,"In-house Data Platform application developed for Corporate Strategy to store, process and serve datasets for analytics and reporting."
APP-0188,CyberArk,CyberArk,Security / PAM,COTS / SaaS,Finance,Switzerland,Olivier Marti,David Marti,Low,Confidential,Production,Compliant,Private Cloud,2013-12-04,2027-03-11,2025-09-23,11,14436,23,COTS,11-100,CyberArk Security / PAM solution used by Finance to support Finance operational processes.
APP-0189,Snowflake (Group),Snowflake,Data Platform,COTS / SaaS,Asset Management,Italy,,Simon Keller,Critical,Internal,Retired,Not assessed,Public Cloud (Azure),2006-09-19,2029-10-13,2026-04-22,36,49050,25,SaaS,11-100,"Snowflake Data Platform solution used by Asset Management to store, process and serve datasets for analytics and reporting."
APP-0190,OSIsoft PI System,AVEVA,Industrial / Historian,COTS / SaaS,IT,Nordics,Olivier Marti,Andreas Sutter,Critical,Internal,Production,Not assessed,On-Premise,2013-10-30,2031-03-26,2025-11-20,2178,888953,3,COTS,1000+,AVEVA Industrial / Historian solution used by IT to support IT operational processes.
APP-0191,Jira (Group),Atlassian,DevOps / PPM,COTS / SaaS,Customer Service,France,Corinne Kaufmann,Camille Kowalski,Medium,Internal,Production,Compliant,Private Cloud,2015-12-27,2025-09-23,2025-07-30,518,49488,1,COTS,101-1000,Atlassian DevOps / PPM solution used by Customer Service to support Customer Service operational processes.
APP-0192,Forecast Tracker,In-house,Grid Operations,In-house,Trading & Sales,Austria,Chiara Roth,Olivier Marti,Low,Confidential,Production,Compliant,SaaS,2024-09-28,2028-06-22,2025-06-17,27,23130,19,Self-developed,11-100,"In-house Grid Operations application developed for Trading & Sales to monitor and control grid assets, outages and dispatch."
APP-0193,Trading Analyzer,In-house,Risk,In-house,Legal,Germany,Laura Wagner,David Bauer,High,Internal,Production,Compliant,Public Cloud (AWS),2012-05-28,2031-09-25,2025-05-26,716,454398,10,Self-developed,101-1000,"In-house Risk application developed for Legal to manage exposure, limits and risk reporting."
APP-0194,Outage Console,In-house,Data Platform,In-house,Finance,Austria,Daniel Kowalski,Chiara Conti,Critical,Internal,Production,Compliant,Public Cloud (Azure),2018-05-02,2027-04-30,2026-03-10,1169,635401,19,Self-developed,1000+,"In-house Data Platform application developed for Finance to store, process and serve datasets for analytics and reporting."
APP-0195,Supply Engine,In-house,Compliance,In-house,Finance,Switzerland,Petra Egger,Pierre Martin,Medium,Restricted,Production,Non-compliant,SaaS,2009-10-18,2030-02-03,2025-07-18,153,346,0,Self-developed,101-1000,"In-house Compliance application developed for Finance to track controls, obligations and audit evidence."
APP-0196,Outage Scheduler,In-house,Reporting,In-house,Energy Management,Nordics,Olivier Marti,David Keller,Medium,Internal,Plan,Compliant,SaaS,2011-03-03,2029-08-21,2025-07-05,86,114572,25,Self-developed,11-100,In-house Reporting application developed for Energy Management to produce operational and regulatory reports.
APP-0197,Trading Workbench,In-house,Customer,In-house,Procurement,Spain,Matteo Frei,Olivier Marti,Critical,Public,Production,Not assessed,SaaS,2024-01-10,2031-12-27,2025-12-18,3317,3237918,4,Self-developed,1000+,"In-house Customer application developed for Procurement to manage customer contracts, requests and service interactions."
APP-0198,Balancing Analyzer,In-house,Grid Operations,In-house,Trading & Sales,Switzerland,Matteo Fischer,Carmen Brunner,Low,Public,Build,Compliant,Private Cloud,2007-01-12,2031-01-17,2026-02-25,45,13082,9,Self-developed,11-100,"In-house Grid Operations application developed for Trading & Sales to monitor and control grid assets, outages and dispatch."
APP-0199,Asset Cockpit,In-house,Integration,In-house,IT,Spain,Petra Egger,David Bauer,Low,Restricted,Production,Compliant,Public Cloud (Azure),2024-05-23,2031-02-22,2026-02-21,27,28334,8,Self-developed,11-100,In-house Integration application developed for IT to exchange data and route messages between systems.
APP-0200,Hedging Optimizer,In-house,Data Platform,In-house,Legal,Poland,Nadia Egger,Daniel Schneider,Medium,,Production,Compliant,Private Cloud,2005-10-05,2030-11-20,2025-12-15,408,53027,14,Self-developed,101-1000,"In-house Data Platform application developed for Legal to store, process and serve datasets for analytics and reporting."
APP-0201,Customer Manager,In-house,Risk,In-house,Finance,Austria,Anna Conti,Olivier Marti,Medium,Internal,Production,Compliant,On-Premise,2014-11-06,2029-07-06,2025-07-18,0,117043,7,Self-developed,1-10,"In-house Risk application developed for Finance to manage exposure, limits and risk reporting."
APP-0202,Hedging Dashboard,In-house,Finance,In-house,Trading & Sales,Italy,Francesca Lang,Martina Egger,Medium,Restricted,Sunset,Non-compliant,Private Cloud,2016-05-16,2029-04-25,2026-04-04,304,82500,18,Self-developed,101-1000,"In-house Finance application developed for Trading & Sales to manage invoicing, settlement and financial bookkeeping."
APP-0203,Dispatch Monitor,In-house,Finance,In-house,Generation,Italy,Olivier Marti,Simon Keller,Medium,Public,Production,Compliant,Private Cloud,2012-06-22,2032-05-24,2026-05-02,204,56232,13,Self-developed,101-1000,"In-house Finance application developed for Generation to manage invoicing, settlement and financial bookkeeping."
APP-0204,Invoice Optimizer,In-house,Reporting,In-house,Procurement,Nordics,Olivier Marti,Petra Martin,Critical,Internal,Production,Compliant,Private Cloud,2020-05-11,2031-09-11,2023-10-11,1426,912120,12,Self-developed,1000+,In-house Reporting application developed for Procurement to produce operational and regulatory reports.
APP-0205,Hedging Service,In-house,Integration,In-house,Generation,Switzerland,Martina Egger,Olivier Bernard,Medium,Internal,Sunset,Compliant,SaaS,2023-05-22,2031-01-18,2025-06-18,263,198924,0,Self-developed,101-1000,In-house Integration application developed for Generation to exchange data and route messages between systems.
APP-0206,Billing Optimizer,In-house,Finance,In-house,IT,Spain,Nadia Lang,David Bauer,Medium,Internal,Production,Compliant,Public Cloud (AWS),2006-09-25,2028-03-30,2025-07-03,147,61405,1,Self-developed,101-1000,"In-house Finance application developed for IT to manage invoicing, settlement and financial bookkeeping."
APP-0207,Tariff Portal,In-house,Reporting,In-house,Human Resources,Switzerland,Tobias Suter,David Bauer,Medium,,Production,Non-compliant,Private Cloud,2012-07-27,2028-08-12,2025-06-18,214,67850,5,Self-developed,101-1000,In-house Reporting application developed for Human Resources to produce operational and regulatory reports.
APP-0208,Tariff Engine,In-house,Data Platform,In-house,Corporate Strategy,Austria,Olivier Marti,Carmen Lang,Critical,Confidential,Production,Non-compliant,On-Premise,2005-11-10,2030-05-15,2026-03-15,2304,1444352,25,Self-developed,1000+,"In-house Data Platform application developed for Corporate Strategy to store, process and serve datasets for analytics and reporting."
APP-0209,Commvault (Group),Commvault,Infrastructure / Backup,COTS / SaaS,Customer Service,Nordics,Martina Egger,Nadia Lang,High,Internal,Production,Compliant,Private Cloud,2011-10-20,2029-11-01,2022-11-05,1110,376587,8,COTS,1000+,Commvault Infrastructure / Backup solution used by Customer Service to support Customer Service operational processes.
APP-0210,Energy Analyzer,In-house,Grid Operations,In-house,IT,Nordics,Lukas Widmer,Michael Lang,Medium,Confidential,Production,Compliant,Public Cloud (Azure),2013-10-01,2029-03-19,2026-01-19,206,97529,18,Self-developed,101-1000,"In-house Grid Operations application developed for IT to monitor and control grid assets, outages and dispatch."
APP-0211,Citrix Virtual Apps,Citrix,Infrastructure / EUC,COTS / SaaS,Procurement,France,Luca Bianchi,Olivier Marti,Medium,Internal,Production,Not assessed,Public Cloud (AWS),2014-05-19,2028-07-08,2025-07-27,0,70566,5,SaaS,1-10,Citrix Infrastructure / EUC solution used by Procurement to support Procurement operational processes.
APP-0212,Capacity Console,In-house,Reporting,In-house,Grid Operations,Spain,,,Low,Internal,Production,Compliant,SaaS,2011-06-21,2029-12-09,2023-05-30,66,72572,7,Self-developed,11-100,In-house Reporting application developed for Grid Operations to produce operational and regulatory reports.
APP-0213,Terraform (Group),HashiCorp,Infrastructure as Code,COTS / SaaS,Legal,Nordics,Olivier Marti,Fabian Frei,Medium,Restricted,Production,Not assessed,Public Cloud (AWS),2010-05-15,2029-08-08,2026-03-01,417,72583,16,SaaS,101-1000,HashiCorp Infrastructure as Code solution used by Legal to support Legal operational processes.
APP-0214,SailPoint IdentityIQ,SailPoint,Security / IAM,COTS / SaaS,Trading & Sales,France,Olivier Marti,,High,Public,Production,Compliant,On-Premise,2023-07-06,2031-03-07,2025-08-06,603,786887,14,COTS,101-1000,"SailPoint Security / IAM solution used by Trading & Sales to manage identity, access and security controls."
APP-0215,Forecast Hub,In-house,Customer,In-house,Trading & Sales,Italy,Marco Vogel,Chiara Roth,Medium,Internal,Production,Compliant,On-Premise,2011-11-18,2027-11-04,2025-05-28,489,97832,6,Self-developed,101-1000,"In-house Customer application developed for Trading & Sales to manage customer contracts, requests and service interactions."
APP-0216,Meter Workbench,In-house,Compliance,In-house,Customer Service,Italy,Corinne Kaufmann,Olivier Marti,Medium,Restricted,Production,Compliant,Public Cloud (Azure),2005-04-09,2028-12-29,2026-01-17,590,189617,12,Self-developed,101-1000,"In-house Compliance application developed for Customer Service to track controls, obligations and audit evidence."
APP-0217,Settlement Repository,In-house,Customer,In-house,IT,Germany,Andreas Keller,Olivier Marti,Low,Confidential,Production,Not assessed,On-Premise,2016-10-03,2031-02-10,2022-10-23,35,10289,14,Self-developed,11-100,"In-house Customer application developed for IT to manage customer contracts, requests and service interactions."
APP-0218,Customer Hub,In-house,Risk,In-house,Legal,Italy,Tobias Suter,Laura Hofer,Medium,Internal,Production,Compliant,On-Premise,2010-09-29,2027-12-24,2025-05-16,0,143421,4,Self-developed,1-10,"In-house Risk application developed for Legal to manage exposure, limits and risk reporting."
APP-0219,Portfolio Workbench,In-house,Integration,In-house,Legal,Switzerland,Reto Kowalski,Nina Bauer,Critical,Internal,Production,Compliant,Public Cloud (Azure),2007-07-03,2031-12-04,2025-05-26,3212,740677,16,Self-developed,1000+,In-house Integration application developed for Legal to exchange data and route messages between systems.
APP-0220,Invoice Manager,In-house,Risk,In-house,Human Resources,Nordics,Daniel Kowalski,Fabian Marti,Medium,Public,Production,Not assessed,SaaS,2019-06-23,2028-06-08,2025-12-27,147,136905,15,Self-developed,101-1000,"In-house Risk application developed for Human Resources to manage exposure, limits and risk reporting."
APP-0221,Capacity Portal,In-house,Data Platform,In-house,Trading & Sales,Italy,Sara Roth,Magda Baumann,High,Confidential,Production,Compliant,Public Cloud (Azure),2017-10-22,2027-10-27,2025-06-19,791,265404,7,Self-developed,101-1000,"In-house Data Platform application developed for Trading & Sales to store, process and serve datasets for analytics and reporting."
APP-0222,Grid Workbench,In-house,Reporting,In-house,Generation,Austria,Martina Egger,Daniel Kowalski,Low,Internal,Production,Not assessed,Public Cloud (Azure),2023-01-24,2032-06-02,2026-03-19,60,20907,17,Self-developed,11-100,In-house Reporting application developed for Generation to produce operational and regulatory reports.
APP-0223,Commvault (DACH),Commvault,Infrastructure / Backup,COTS / SaaS,Grid Operations,Poland,,Daniel Kowalski,Critical,Internal,Production,Compliant,Public Cloud (Azure),2011-03-12,2029-01-09,2025-08-27,1960,789251,18,SaaS,1000+,Commvault Infrastructure / Backup solution used by Grid Operations to support Grid Operations operational processes.
APP-0224,Contract Repository,In-house,Risk,In-house,Corporate Strategy,Switzerland,Pascal Arnold,Olivier Marti,High,Restricted,Build,Compliant,Public Cloud (Azure),2010-07-02,2030-03-01,2025-12-13,1238,359993,11,Self-developed,1000+,"In-house Risk application developed for Corporate Strategy to manage exposure, limits and risk reporting."
